id,listing_url,last_scraped,name,host_id,host_name,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,estimated_occupancy_l365d,review_scores_rating,license,calculated_host_listings_count,reviews_per_month
169321,https://www.airbnb.com/rooms/169321,2025-09-21,Espaçoso e luminoso Apartamento perto de belas artes I,806826,Miguel,t,5.0,Bonfim,41.14536,-8.59792,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Body soap"", ""Courtyard view"", ""Heating"", ""Refrigerator"", ""Cooking basics"", ""Beach access"", ""Babysitter recommendations"", ""Private patio or balcony"", ""Bathtub"", ""Hot water"", ""Children\u2019s dinnerware"", ""Fast wifi \u2013 453 Mbps"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Dishwasher"", ""Fire extinguisher"", ""Dining table"", ""TV with standard cable"", ""Long term stays allowed"", ""Baking sheet"", ""First aid kit"", ""Wine glasses"", ""Oven"", ""High chair - available upon request"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Freezer"", ""Bed linens"", ""Extra pillows and blankets"", ""Self check-in"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Coffee"", ""Crib - available upon request"", ""Mini fridge"", ""Microwave"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Hot water kettle"", ""Outro induction stove"", ""Carbon monoxide alarm"", ""AC - split type ductless system"", ""Laundromat nearby"", ""Dishes and silverware"", ""Lockbox"", ""Free street parking"", ""Cleaning products"", ""Clothing storage: walk-in closet and closet"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Hangers"", ""Shower gel"", ""Toaster"", ""Iron""]",EUR 216.00,168,4.92,t,4,1.44
186655,https://www.airbnb.com/rooms/186655,2025-09-21,Charming Family House with Garden (6981/AL),897112,Helena,t,1.0,Lordelo do Ouro e Massarelos,41.15215,-8.65248,Entire townhouse,Entire home/apt,6,1.0,3.0,5.0,"[""Private backyard \u2013 Fully fenced"", ""Stove"", ""Children\u2019s books and toys"", ""Refrigerator"", ""Cooking basics"", ""Single level home"", ""Private patio or balcony"", ""Changing table"", ""Hot water"", ""Children\u2019s dinnerware"", ""Host greets you"", ""Fire extinguisher"", ""TV with standard cable"", ""First aid kit"", ""Kitchen"", ""Baby bath"", ""Bed linens"", ""Wifi"", ""Hair dryer"", ""Microwave"", ""Dishes and silverware"", ""High chair"", ""Free street parking"", ""Coffee maker"", ""Room-darkening shades"", ""Outlet covers""]",EUR 68.00,120,4.73,t,1,1.61
186946,https://www.airbnb.com/rooms/186946,2025-09-21,DESIGN HOUSE OLD TOWN | BALCONY | AIRCO | RIBEIRA,898831,Isabel,t,3.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14087,-8.61703,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Dedicated workspace"", ""40 inch HDTV with standard cable, premium cable"", ""Refrigerator"", ""Beach essentials"", ""Cooking basics"", ""Clothing storage: closet"", ""Private patio or balcony"", ""Books and reading material"", ""Hot water"", ""Safe"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Shower Gel available body soap"", ""Host greets you"", ""Central heating"", ""Fire extinguisher"", ""Dishwasher"", ""Dining table"", ""Long term stays allowed"", ""First aid kit"", ""Wine glasses"", ""Paid parking off premises"", ""Kitchen"", ""Private entrance"", ""Freezer"", ""Bed linens"", ""Extra pillows and blankets"", ""Wifi"", ""Coffee maker: Nespresso, pour-over coffee"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Teka induction stove"", ""Coffee"", ""Microwave"", ""Smoke alarm"", ""Conditioner"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Dishes and silverware"", ""Paid parking on premises"", ""Central air conditioning"", ""Cleaning products"", ""Waterfront"", ""TEKA single oven"", ""Room-darkening shades"", ""Drying rack for clothing"", ""City skyline view"", ""Hangers"", ""Shower gel"", ""Toaster"", ""Iron""]",EUR 168.00,174,4.92,t,2,2.47
189408,https://www.airbnb.com/rooms/189408,2025-09-21,Wander & Unwind - Wine Cellars & Panoramic View,913847,Andrea,f,1.0,Santa Marinha e São Pedro da Afurada,41.12775,-8.62612,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,"[""Body soap"", ""Paid street parking off premises"", ""Elevator"", ""Luggage dropoff allowed"", ""Heating"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Host greets you"", ""Dishwasher"", ""Fire extinguisher"", ""Dining table"", ""TV with standard cable"", ""Long term stays allowed"", ""Stainless steel gas stove"", ""First aid kit"", ""Wine glasses"", ""Oven"", ""Washer"", ""Kitchen"", ""Freezer"", ""Bed linens"", ""Extra pillows and blankets"", ""Wifi"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Microwave"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Coffee maker"", ""Room-darkening shades"", ""Clothing storage"", ""Hangers"", ""Shower gel"", ""Toaster"", ""Bidet"", ""Iron""]",EUR 83.00,30,4.92,f,1,0.33
208147,https://www.airbnb.com/rooms/208147,2025-09-21,"Casa do Ciríaco, Casa Rural, Portugal",1024383,David,t,1.0,Fornelo e Vairão,41.326347,-8.660382,Private room in home,Private room,2,1.0,1.0,2.0,"[""Mosquito net"", ""Valley view"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Heating"", ""Refrigerator"", ""Hammock"", ""Cooking basics"", ""Clothing storage: closet"", ""Books and reading material"", ""Private living room"", ""Backyard"", ""Hot water"", ""Free dryer \u2013 In building"", ""Outdoor furniture"", ""Dining table"", ""TV with standard cable"", ""Indoor fireplace: pellet stove"", ""Long term stays allowed"", ""Free parking on premises"", ""Wine glasses"", ""Cleaning available during stay"", ""Washer"", ""Board games"", ""Kitchen"", ""Private entrance"", ""Freezer"", ""Bed linens"", ""Extra pillows and blankets"", ""Wifi"", ""Shared patio or balcony"", ""Hair dryer"", ""Essentials"", ""Coffee"", ""Mini fridge"", ""Garden view"", ""Microwave"", ""Coffee maker: espresso machine"", ""Stainless steel oven"", ""Breakfast"", ""Hot water kettle"", ""Laundromat nearby"", ""Dishes and silverware"", ""Free street parking"", ""Gas stove"", ""Portable fans"", ""Cleaning products"", ""Room-darkening shades"", ""Hangers"", ""Toaster"", ""Iron"", ""Lock on bedroom door""]",EUR 36.00,90,4.99,t,1,0.54
241573,https://www.airbnb.com/rooms/241573,2025-09-21,class & confort downtown / poss parking,1266562,Lovely,f,16.0,Bonfim,41.14687,-8.60173,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,"[""Patio or balcony"", ""Stove"", ""Heating"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Fire extinguisher"", ""TV with standard cable"", ""First aid kit"", ""Oven"", ""Paid parking off premises"", ""Washer"", ""Kitchen"", ""Bed linens"", ""Wifi"", ""Self check-in"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Microwave"", ""Air conditioning"", ""Dishes and silverware"", ""Lockbox"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Luggage dropoff allowed"", ""Iron""]",EUR 175.00,24,4.58,t,16,1.35
241574,https://www.airbnb.com/rooms/241574,2025-09-21,apartment downtown 1 terrace,1266562,Lovely,f,16.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14637,-8.60272,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Patio or balcony"", ""Stove"", ""Luggage dropoff allowed"", ""Heating"", ""Refrigerator"", ""Cooking basics"", ""Clothing storage: closet"", ""Hot water"", ""Outdoor furniture"", ""Fire extinguisher"", ""TV with standard cable"", ""First aid kit"", ""Wine glasses"", ""Paid parking off premises"", ""Washer"", ""Kitchen"", ""Freezer"", ""Bed linens"", ""Wifi"", ""Self check-in"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Microwave"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Hot water kettle"", ""Dishes and silverware"", ""Lockbox"", ""Coffee maker"", ""Drying rack for clothing"", ""Hangers"", ""Shower gel"", ""Toaster"", ""Iron""]",EUR 95.00,6,4.66,t,16,2.06
241743,https://www.airbnb.com/rooms/241743,2025-09-21,tranquility in downtown Porto,1266562,Lovely,f,16.0,Bonfim,41.14661,-8.60188,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Patio or balcony"", ""Stove"", ""Body soap"", ""Luggage dropoff allowed"", ""Heating"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Fire extinguisher"", ""Dining table"", ""TV with standard cable"", ""First aid kit"", ""Wine glasses"", ""Paid parking off premises"", ""Kitchen"", ""Freezer"", ""Bed linens"", ""Wifi"", ""Self check-in"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Microwave"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Hot water kettle"", ""Laundromat nearby"", ""Dishes and silverware"", ""High chair"", ""Lockbox"", ""Coffee maker"", ""Drying rack for clothing"", ""Hangers"", ""Shower gel"", ""Toaster"", ""Iron""]",EUR 95.00,0,4.56,t,16,0.97
264087,https://www.airbnb.com/rooms/264087,2025-09-21,Historical City Center Apartment,1385493,Salomé,t,2.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15059,-8.622,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Elevator"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Siemens electric stove"", ""Coffee maker: Nespresso"", ""Private patio or balcony"", ""Books and reading material"", ""Hot water"", ""Children\u2019s dinnerware"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Dining table"", ""TV with standard cable"", ""Long term stays allowed"", ""First aid kit"", ""Wine glasses"", ""Oven"", ""Paid parking off premises"", ""Marshall Bluetooth sound system"", ""Free dryer \u2013 In unit"", ""Baby bath"", ""Kitchen"", ""Bed linens"", ""Extra pillows and blankets"", ""Heating - split type ductless system"", ""Siemens refrigerator"", ""Hair dryer"", ""Fast wifi \u2013 510 Mbps"", ""Shampoo"", ""Essentials"", ""Pack \u2019n play/Travel crib - available upon request"", ""Self check-in"", ""Coffee"", ""Ethernet connection"", ""Microwave"", ""Smoke alarm"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""AC - split type ductless system"", ""Dishes and silverware"", ""High chair"", ""Lockbox"", ""Portable fans"", ""Room-darkening shades"", ""Clothing storage"", ""Hangers"", ""Shower gel"", ""Toaster"", ""Bidet"", ""Iron""]",EUR 107.00,216,4.91,t,2,2.61
265819,https://www.airbnb.com/rooms/265819,2025-09-21,Porto Center Apartement - Beach 2 KM,506925,Amália,t,4.0,Ramalde,41.16201,-8.63315,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Stove"", ""Dedicated workspace"", ""Elevator"", ""Luggage dropoff allowed"", ""Heating"", ""Refrigerator"", ""Cooking basics"", ""Bathtub"", ""Hot water"", ""Dishwasher"", ""Dining table"", ""TV with standard cable"", ""Long term stays allowed"", ""Baking sheet"", ""Free parking on premises"", ""Oven"", ""Paid parking off premises"", ""Washer"", ""Kitchen"", ""Freezer"", ""Bed linens"", ""Extra pillows and blankets"", ""Wifi"", ""Self check-in"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Coffee"", ""Microwave"", ""Conditioner"", ""Pack \u2019n play/Travel crib"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Crib"", ""Dishes and silverware"", ""Free street parking"", ""Lockbox"", ""Pets allowed"", ""Hangers"", ""Shower gel"", ""Toaster"", ""Bidet"", ""Iron""]",EUR 95.00,48,4.69,t,1,0.75
266970,https://www.airbnb.com/rooms/266970,2025-09-21,The peacefulness of the countryside near Oporto,1399935,Teresa E Pedro / Teresa Und Pedro,f,2.0,Avintes,41.11945,-8.54857,Entire home,Entire home/apt,3,1.0,2.0,2.0,"[""Mosquito net"", ""Dedicated workspace"", ""Body soap"", ""River view"", ""Children\u2019s books and toys"", ""Luggage dropoff allowed"", ""Heating"", ""Refrigerator"", ""Baby safety gates"", ""Private BBQ grill: charcoal"", ""Beach essentials"", ""Cooking basics"", ""Private patio or balcony"", ""Books and reading material"", ""Electric stove"", ""Bathtub"", ""Hot water"", ""Safe"", ""Children\u2019s dinnerware"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Host greets you"", ""Dishwasher"", ""Fire extinguisher"", ""Dining table"", ""TV with standard cable"", ""Long term stays allowed"", ""Standalone high chair - available upon request"", ""Baking sheet"", ""First aid kit"", ""Oven"", ""Coffee maker: drip coffee maker"", ""Baby bath"", ""Kitchen"", ""Freezer"", ""Bed linens"", ""Extra pillows and blankets"", ""Wifi"", ""Private entrance"", ""Hair dryer"", ""Private backyard \u2013 Not fully fenced"", ""Shampoo"", ""Essentials"", ""Pack \u2019n play/Travel crib - available upon request"", ""Garden view"", ""Microwave"", ""Hot water kettle"", ""Barbecue utensils"", ""Clothing storage: closet and dresser"", ""Dishes and silverware"", ""Outdoor dining area"", ""Free street parking"", ""Portable fans"", ""Cleaning products"", ""Waterfront"", ""Drying rack for clothing"", ""Outlet covers"", ""Hangers"", ""Shower gel"", ""Toaster"", ""Bidet"", ""Iron""]",EUR 66.00,56,4.66,f,2,0.31
270094,https://www.airbnb.com/rooms/270094,2025-09-21,PortoFLAT Self contained studioflat,1377045,Chris,t,1.0,Ramalde,41.1608,-8.63532,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Dedicated workspace"", ""Elevator"", ""Heating"", ""Refrigerator"", ""Cooking basics"", ""Books and reading material"", ""Electric stove"", ""Hot water"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Long term stays allowed"", ""First aid kit"", ""Kitchen"", ""Bed linens"", ""Extra pillows and blankets"", ""Wifi"", ""Hair dryer"", ""HDTV with standard cable"", ""Shampoo"", ""Essentials"", ""Ethernet connection"", ""Microwave"", ""Dishes and silverware"", ""Free street parking"", ""Cleaning products"", ""Coffee maker"", ""Hangers"", ""Luggage dropoff allowed"", ""Bidet"", ""Iron""]",EUR 47.00,48,4.85,t,1,0.54
270965,https://www.airbnb.com/rooms/270965,2025-09-21,Central Apartment in Porto,1418251,Júlia,t,1.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15641,-8.60973,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Stove"", ""Refrigerator"", ""Cooking basics"", ""Private patio or balcony"", ""Hot water"", ""Host greets you"", ""Fire extinguisher"", ""First aid kit"", ""Washer"", ""Kitchen"", ""Wifi"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""TV"", ""Microwave"", ""Dishes and silverware"", ""Paid parking on premises"", ""Coffee maker"", ""Hangers"", ""Iron""]",EUR 52.00,90,4.37,t,1,1.13
273345,https://www.airbnb.com/rooms/273345,2025-09-21,charming apartment in downtown Porto 3,1266562,Lovely,f,16.0,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14664,-8.60389,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Patio or balcony"", ""Stove"", ""Heating"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Fire extinguisher"", ""TV with standard cable"", ""First aid kit"", ""Oven"", ""Paid parking off premises"", ""Washer"", ""Kitchen"", ""Bed linens"", ""Wifi"", ""Self check-in"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Microwave"", ""Air conditioning"", ""Dishes and silverware"", ""Lockbox"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Luggage dropoff allowed"", ""Iron""]",EUR 115.00,12,4.62,t,16,1.77
