listing_id,date,available,price
829780,2026-06-08,t,EUR 193.28
829780,2026-06-15,t,EUR 188.94
829780,2026-06-22,t,EUR 183.19
829780,2026-06-29,t,EUR 199.52
829780,2026-07-06,t,EUR 189.29
829780,2026-07-13,t,EUR 191.80
829780,2026-07-20,t,EUR 184.96
829780,2026-07-27,t,EUR 194.81
829780,2026-08-03,t,EUR 185.92
829780,2026-08-10,t,EUR 192.90
829780,2026-08-17,t,EUR 183.55
829780,2026-08-24,t,EUR 189.54
829780,2026-08-31,t,EUR 196.11
829780,2026-09-07,t,EUR 181.15
829780,2026-09-14,t,EUR 171.16
7201112,2025-09-22,t,EUR 69.33
7201112,2025-09-29,t,EUR 71.23
7201112,2025-10-06,t,EUR 69.40
7201112,2025-10-13,t,EUR 72.49
7201112,2025-10-20,t,EUR 72.52
7201112,2025-10-27,t,EUR 69.52
7201112,2025-11-03,t,EUR 71.42
7201112,2025-11-10,t,EUR 72.22
7201112,2025-11-17,t,EUR 72.36
7201112,2025-11-24,t,EUR 73.30
7201112,2025-12-01,t,EUR 80.12
7201112,2025-12-08,t,EUR 75.81
7201112,2025-12-15,t,EUR 81.80
7201112,2025-12-22,t,EUR 75.90
7201112,2025-12-29,t,EUR 80.19
7201112,2026-01-05,t,EUR 75.08
7201112,2026-01-12,t,EUR 75.16
7201112,2026-01-19,t,EUR 72.45
7201112,2026-01-26,t,EUR 75.28
7201112,2026-02-02,t,EUR 71.98
7201112,2026-02-09,t,EUR 75.18
7201112,2026-02-16,t,EUR 70.50
7201112,2026-02-23,t,EUR 70.47
7201112,2026-03-02,t,EUR 74.59
7201112,2026-03-09,t,EUR 68.66
7201112,2026-03-16,t,EUR 72.57
7201112,2026-03-23,t,EUR 69.75
7201112,2026-03-30,t,EUR 69.80
7201112,2026-04-06,t,EUR 74.63
7201112,2026-04-13,t,EUR 71.73
7201112,2026-04-20,t,EUR 73.90
7201112,2026-04-27,t,EUR 74.02
7201112,2026-05-04,t,EUR 70.90
7201112,2026-05-11,t,EUR 68.53
7201112,2026-05-18,t,EUR 73.44
7201112,2026-05-25,t,EUR 74.80
7201112,2026-06-01,t,EUR 81.26
7201112,2026-06-08,t,EUR 81.19
7201112,2026-06-15,t,EUR 82.79
7201112,2026-06-22,t,EUR 80.91
7201112,2026-06-29,t,EUR 80.70
7201112,2026-07-06,t,EUR 80.99
7201112,2026-07-13,t,EUR 77.43
7201112,2026-07-20,t,EUR 78.01
7201112,2026-07-27,t,EUR 80.52
7201112,2026-08-03,t,EUR 80.45
7201112,2026-08-10,t,EUR 80.60
7201112,2026-08-17,t,EUR 81.14
7201112,2026-08-24,t,EUR 76.12
7201112,2026-08-31,t,EUR 81.68
7201112,2026-09-07,t,EUR 72.86
7201112,2026-09-14,t,EUR 73.24
5116080,2025-09-22,t,EUR 81.38
5116080,2025-09-29,t,EUR 76.47
5116080,2025-10-06,t,EUR 77.66
5116080,2025-10-13,t,EUR 83.13
5116080,2025-10-20,t,EUR 81.39
5116080,2025-10-27,t,EUR 78.11
5116080,2025-11-03,t,EUR 78.00
5116080,2025-11-10,t,EUR 82.88
5116080,2025-11-17,t,EUR 77.18
5116080,2025-11-24,t,EUR 78.78
5116080,2025-12-01,t,EUR 87.38
5116080,2025-12-08,t,EUR 85.00
5116080,2025-12-15,t,EUR 91.26
5116080,2025-12-22,t,EUR 88.36
5116080,2025-12-29,t,EUR 86.59
5116080,2026-01-05,t,EUR 76.75
5116080,2026-01-12,t,EUR 76.06
5116080,2026-01-19,t,EUR 82.08
5116080,2026-01-26,t,EUR 79.83
5116080,2026-02-02,t,EUR 80.85
5116080,2026-02-09,t,EUR 78.56
5116080,2026-02-16,t,EUR 80.33
5116080,2026-02-23,t,EUR 76.48
5116080,2026-03-02,t,EUR 83.54
5116080,2026-03-09,t,EUR 82.55
5116080,2026-03-16,t,EUR 82.12
5116080,2026-03-23,t,EUR 82.60
5116080,2026-03-30,t,EUR 79.60
5116080,2026-04-06,t,EUR 77.96
5116080,2026-04-13,t,EUR 77.14
5116080,2026-04-20,t,EUR 78.94
5116080,2026-04-27,t,EUR 76.21
5116080,2026-05-04,t,EUR 81.93
5116080,2026-05-11,t,EUR 79.94
5116080,2026-05-18,t,EUR 78.20
5116080,2026-05-25,t,EUR 83.53
5116080,2026-06-01,t,EUR 89.95
5116080,2026-06-08,t,EUR 86.55
5116080,2026-06-15,t,EUR 84.82
5116080,2026-06-22,t,EUR 90.04
5116080,2026-06-29,t,EUR 87.44
5116080,2026-07-06,t,EUR 87.36
5116080,2026-07-13,t,EUR 90.15
5116080,2026-07-20,t,EUR 85.86
5116080,2026-07-27,t,EUR 85.41
5116080,2026-08-03,t,EUR 84.33
5116080,2026-08-10,t,EUR 86.21
5116080,2026-08-17,t,EUR 87.22
5116080,2026-08-24,t,EUR 88.27
5116080,2026-08-31,t,EUR 87.73
5116080,2026-09-07,t,EUR 79.47
5116080,2026-09-14,t,EUR 79.04
1293257,2025-09-22,t,EUR 125.94
1293257,2025-09-29,t,EUR 127.09
1293257,2025-10-06,t,EUR 120.07
1293257,2025-10-13,t,EUR 127.16
1293257,2025-10-20,t,EUR 129.09
1293257,2025-10-27,t,EUR 124.79
1293257,2025-11-03,t,EUR 129.28
1293257,2025-11-10,t,EUR 127.74
1293257,2025-11-17,t,EUR 126.33
1293257,2025-11-24,t,EUR 122.94
1293257,2025-12-01,t,EUR 134.64
1293257,2025-12-08,t,EUR 143.68
1293257,2025-12-15,t,EUR 134.87
1293257,2025-12-22,t,EUR 143.14
1293257,2025-12-29,t,EUR 136.53
1293257,2026-01-05,t,EUR 124.67
1293257,2026-01-12,t,EUR 124.58
1293257,2026-01-19,t,EUR 126.49
1293257,2026-01-26,t,EUR 125.64
1293257,2026-02-02,t,EUR 129.26
1293257,2026-02-09,t,EUR 127.10
1293257,2026-02-16,t,EUR 125.70
1293257,2026-02-23,t,EUR 128.87
1293257,2026-03-02,t,EUR 127.45
1293257,2026-03-09,t,EUR 128.66
1293257,2026-03-16,t,EUR 121.43
1293257,2026-03-23,t,EUR 119.92
1293257,2026-03-30,t,EUR 125.45
1293257,2026-04-06,t,EUR 126.51
1293257,2026-04-13,t,EUR 121.24
1293257,2026-04-20,t,EUR 123.00
1293257,2026-04-27,t,EUR 126.29
1293257,2026-05-04,t,EUR 122.54
1293257,2026-05-11,t,EUR 127.22
1293257,2026-05-18,t,EUR 127.46
1293257,2026-05-25,t,EUR 127.14
1293257,2026-06-01,t,EUR 141.03
1293257,2026-06-08,t,EUR 134.25
1293257,2026-06-15,t,EUR 140.98
1293257,2026-06-22,t,EUR 141.32
1293257,2026-06-29,t,EUR 138.20
1293257,2026-07-06,t,EUR 144.08
1293257,2026-07-13,t,EUR 132.66
1293257,2026-07-20,t,EUR 132.58
1293257,2026-07-27,t,EUR 132.52
1293257,2026-08-03,t,EUR 143.97
1293257,2026-08-10,t,EUR 134.45
1293257,2026-08-17,t,EUR 133.35
1293257,2026-08-24,t,EUR 136.71
1293257,2026-08-31,t,EUR 138.78
1293257,2026-09-07,t,EUR 131.42
1293257,2026-09-14,t,EUR 122.63
5405099,2025-09-22,f,EUR 92.92
5405099,2025-09-29,f,EUR 90.91
5405099,2025-10-06,f,EUR 94.61
5405099,2025-10-13,f,EUR 95.28
5405099,2025-10-20,f,EUR 97.06
5405099,2025-10-27,f,EUR 93.89
5405099,2025-11-03,f,EUR 94.82
5405099,2025-11-10,f,EUR 94.02
5405099,2025-11-17,f,EUR 96.39
5405099,2025-11-24,f,EUR 93.22
5405099,2025-12-01,t,EUR 103.70
5405099,2025-12-08,t,EUR 107.64
5405099,2025-12-15,t,EUR 104.57
5405099,2025-12-22,f,EUR 107.54
5405099,2025-12-29,t,EUR 103.86
5405099,2026-01-05,t,EUR 97.65
5405099,2026-01-12,t,EUR 96.24
5405099,2026-01-19,t,EUR 98.27
5405099,2026-01-26,t,EUR 99.57
5405099,2026-02-02,t,EUR 91.69
5405099,2026-02-09,t,EUR 90.59
5405099,2026-02-16,t,EUR 97.62
5405099,2026-02-23,t,EUR 93.00
5405099,2026-03-02,t,EUR 95.58
5405099,2026-03-09,t,EUR 92.04
5405099,2026-03-16,t,EUR 92.81
5405099,2026-03-23,t,EUR 90.86
5405099,2026-03-30,t,EUR 99.32
5405099,2026-04-06,t,EUR 95.58
5405099,2026-04-13,t,EUR 93.22
5405099,2026-04-20,t,EUR 93.22
5405099,2026-04-27,t,EUR 93.77
5405099,2026-05-04,t,EUR 93.66
5405099,2026-05-11,t,EUR 92.96
5405099,2026-05-18,t,EUR 95.05
5405099,2026-05-25,t,EUR 93.66
5405099,2026-06-01,t,EUR 100.58
5405099,2026-06-08,t,EUR 99.96
5405099,2026-06-15,t,EUR 100.99
5405099,2026-06-22,t,EUR 108.32
5405099,2026-06-29,t,EUR 107.36
5405099,2026-07-06,t,EUR 103.47
5405099,2026-07-13,t,EUR 103.81
5405099,2026-07-20,t,EUR 103.36
5405099,2026-07-27,t,EUR 104.83
5405099,2026-08-03,t,EUR 108.32
5405099,2026-08-10,t,EUR 108.62
5405099,2026-08-17,t,EUR 100.37
5405099,2026-08-24,t,EUR 107.13
5405099,2026-08-31,t,EUR 105.18
5405099,2026-09-07,t,EUR 93.32
5405099,2026-09-14,t,EUR 90.84
1302618,2025-09-22,f,EUR 117.28
1302618,2025-09-29,t,EUR 119.22
1302618,2025-10-06,f,EUR 124.96
1302618,2025-10-13,t,EUR 117.71
1302618,2025-10-20,t,EUR 114.70
1302618,2025-10-27,t,EUR 119.68
1302618,2025-11-03,t,EUR 120.12
1302618,2025-11-10,t,EUR 115.22
1302618,2025-11-17,t,EUR 119.17
1302618,2025-11-24,t,EUR 115.38
1302618,2025-12-01,t,EUR 136.65
1302618,2025-12-08,t,EUR 131.01
1302618,2025-12-15,t,EUR 129.78
1302618,2025-12-22,t,EUR 136.42
1302618,2025-12-29,t,EUR 133.74
1302618,2026-01-05,t,EUR 119.18
1302618,2026-01-12,t,EUR 115.55
1302618,2026-01-19,t,EUR 116.09
1302618,2026-01-26,t,EUR 123.83
1302618,2026-02-02,t,EUR 119.63
1302618,2026-02-09,t,EUR 120.37
1302618,2026-02-16,t,EUR 119.14
1302618,2026-02-23,t,EUR 123.37
1302618,2026-03-02,t,EUR 121.46
1302618,2026-03-09,t,EUR 117.38
1302618,2026-03-16,t,EUR 118.28
1302618,2026-03-23,t,EUR 114.17
1302618,2026-03-30,t,EUR 118.30
1302618,2026-04-06,t,EUR 115.73
1302618,2026-04-13,t,EUR 115.46
1302618,2026-04-20,t,EUR 123.57
1302618,2026-04-27,t,EUR 124.96
1302618,2026-05-04,t,EUR 117.84
1302618,2026-05-11,t,EUR 119.63
1302618,2026-05-18,t,EUR 123.22
1302618,2026-05-25,t,EUR 124.47
1302618,2026-06-01,t,EUR 133.34
1302618,2026-06-08,t,EUR 127.55
1302618,2026-06-15,t,EUR 135.99
1302618,2026-06-22,t,EUR 128.01
1302618,2026-06-29,t,EUR 126.72
1302618,2026-07-06,t,EUR 135.23
1302618,2026-07-13,t,EUR 134.94
1302618,2026-07-20,t,EUR 130.47
1302618,2026-07-27,t,EUR 132.19
1302618,2026-08-03,t,EUR 132.11
1302618,2026-08-10,t,EUR 126.48
1302618,2026-08-17,t,EUR 131.38
1302618,2026-08-24,t,EUR 127.90
1302618,2026-08-31,t,EUR 126.80
1302618,2026-09-07,t,EUR 124.93
1302618,2026-09-14,t,EUR 114.47
1430405,2025-09-22,f,EUR 68.82
1430405,2025-09-29,f,EUR 63.93
1430405,2025-10-06,f,EUR 67.72
1430405,2025-10-13,f,EUR 65.71
1430405,2025-10-20,f,EUR 66.05
1430405,2025-10-27,f,EUR 67.64
1430405,2025-11-03,t,EUR 66.16
1430405,2025-11-10,f,EUR 68.62
1430405,2025-11-17,t,EUR 65.14
1430405,2025-11-24,f,EUR 64.44
1430405,2025-12-01,t,EUR 70.93
1430405,2025-12-08,t,EUR 74.48
1430405,2025-12-15,t,EUR 71.83
1430405,2025-12-22,f,EUR 71.42
1430405,2025-12-29,t,EUR 72.17
1430405,2026-01-05,t,EUR 68.91
1430405,2026-01-12,t,EUR 66.65
1430405,2026-01-19,t,EUR 64.82
1430405,2026-01-26,t,EUR 62.76
1430405,2026-02-02,t,EUR 68.53
1430405,2026-02-09,t,EUR 65.76
1430405,2026-02-16,t,EUR 66.27
1430405,2026-02-23,t,EUR 68.49
1430405,2026-03-02,t,EUR 68.52
1430405,2026-03-09,t,EUR 64.89
1430405,2026-03-16,t,EUR 69.25
1430405,2026-03-23,t,EUR 68.73
1430405,2026-03-30,t,EUR 68.20
1430405,2026-04-06,t,EUR 67.27
1430405,2026-04-13,t,EUR 67.13
1430405,2026-04-20,t,EUR 63.94
1430405,2026-04-27,t,EUR 65.05
1430405,2026-05-04,t,EUR 67.78
1430405,2026-05-11,t,EUR 64.32
1430405,2026-05-18,t,EUR 69.24
1430405,2026-05-25,t,EUR 64.39
1430405,2026-06-01,t,EUR 71.29
1430405,2026-06-08,t,EUR 73.74
1430405,2026-06-15,t,EUR 69.39
1430405,2026-06-22,t,EUR 72.29
1430405,2026-06-29,t,EUR 75.12
1430405,2026-07-06,t,EUR 75.62
1430405,2026-07-13,t,EUR 72.24
1430405,2026-07-20,t,EUR 75.60
1430405,2026-07-27,t,EUR 72.16
1430405,2026-08-03,t,EUR 72.46
1430405,2026-08-10,t,EUR 73.44
1430405,2026-08-17,t,EUR 71.76
1430405,2026-08-24,t,EUR 74.87
1430405,2026-08-31,t,EUR 73.08
1430405,2026-09-07,t,EUR 64.13
1430405,2026-09-14,t,EUR 65.27
8004371,2025-09-22,f,EUR 56.15
8004371,2025-09-29,f,EUR 58.75
8004371,2025-10-06,f,EUR 59.00
8004371,2025-10-13,f,EUR 60.55
8004371,2025-10-20,f,EUR 57.52
8004371,2025-10-27,f,EUR 60.93
8004371,2025-11-03,f,EUR 59.58
8004371,2025-11-10,f,EUR 56.96
8004371,2025-11-17,f,EUR 58.71
8004371,2025-11-24,f,EUR 61.52
8004371,2025-12-01,f,EUR 64.41
8004371,2025-12-08,f,EUR 66.82
8004371,2025-12-15,f,EUR 67.41
8004371,2025-12-22,f,EUR 62.71
8004371,2025-12-29,f,EUR 67.62
8004371,2026-01-05,t,EUR 60.03
8004371,2026-01-12,t,EUR 58.65
8004371,2026-01-19,t,EUR 56.23
8004371,2026-01-26,t,EUR 57.29
8004371,2026-02-02,t,EUR 59.73
8004371,2026-02-09,t,EUR 57.62
8004371,2026-02-16,t,EUR 56.81
8004371,2026-02-23,t,EUR 57.72
8004371,2026-03-02,t,EUR 59.00
8004371,2026-03-09,t,EUR 57.13
8004371,2026-03-16,t,EUR 60.71
8004371,2026-03-23,t,EUR 57.58
8004371,2026-03-30,t,EUR 56.66
8004371,2026-04-06,t,EUR 57.79
8004371,2026-04-13,t,EUR 59.68
8004371,2026-04-20,t,EUR 61.08
8004371,2026-04-27,t,EUR 57.06
8004371,2026-05-04,t,EUR 56.61
8004371,2026-05-11,t,EUR 58.23
8004371,2026-05-18,t,EUR 56.76
8004371,2026-05-25,t,EUR 61.35
8004371,2026-06-01,t,EUR 65.12
8004371,2026-06-08,t,EUR 65.89
8004371,2026-06-15,t,EUR 65.50
8004371,2026-06-22,t,EUR 66.29
8004371,2026-06-29,t,EUR 65.06
8004371,2026-07-06,t,EUR 66.30
8004371,2026-07-13,t,EUR 63.23
8004371,2026-07-20,t,EUR 66.10
8004371,2026-07-27,t,EUR 62.75
8004371,2026-08-03,t,EUR 64.78
8004371,2026-08-10,t,EUR 64.49
8004371,2026-08-17,t,EUR 64.02
8004371,2026-08-24,t,EUR 66.44
8004371,2026-08-31,t,EUR 62.68
8004371,2026-09-07,t,EUR 59.63
8004371,2026-09-14,t,EUR 60.96
8298268,2025-09-22,f,EUR 133.79
8298268,2025-09-29,f,EUR 133.30
8298268,2025-10-06,f,EUR 138.59
8298268,2025-10-13,f,EUR 134.77
8298268,2025-10-20,f,EUR 141.21
8298268,2025-10-27,f,EUR 138.40
8298268,2025-11-03,t,EUR 135.31
8298268,2025-11-10,t,EUR 128.81
8298268,2025-11-17,t,EUR 141.25
8298268,2025-11-24,t,EUR 139.82
8298268,2025-12-01,t,EUR 141.90
8298268,2025-12-08,t,EUR 153.31
8298268,2025-12-15,f,EUR 147.15
8298268,2025-12-22,f,EUR 145.47
8298268,2025-12-29,f,EUR 147.47
8298268,2026-01-05,f,EUR 132.32
8298268,2026-01-12,t,EUR 130.04
8298268,2026-01-19,t,EUR 140.21
8298268,2026-01-26,t,EUR 131.65
8298268,2026-02-02,t,EUR 135.08
8298268,2026-02-09,f,EUR 140.26
8298268,2026-02-16,f,EUR 131.51
8298268,2026-02-23,t,EUR 134.36
8298268,2026-03-02,t,EUR 129.48
8298268,2026-03-09,t,EUR 138.17
8298268,2026-03-16,t,EUR 135.16
8298268,2026-03-23,f,EUR 132.95
8298268,2026-03-30,f,EUR 140.12
8298268,2026-04-06,f,EUR 129.03
8298268,2026-04-13,t,EUR 137.11
8298268,2026-04-20,t,EUR 134.11
8298268,2026-04-27,t,EUR 140.98
8298268,2026-05-04,t,EUR 130.59
8298268,2026-05-11,f,EUR 133.21
8298268,2026-05-18,t,EUR 130.11
8298268,2026-05-25,t,EUR 133.82
8298268,2026-06-01,t,EUR 153.28
8298268,2026-06-08,t,EUR 144.15
8298268,2026-06-15,t,EUR 145.29
8298268,2026-06-22,f,EUR 153.38
8298268,2026-06-29,f,EUR 142.83
8298268,2026-07-06,f,EUR 152.10
8298268,2026-07-13,f,EUR 151.70
8298268,2026-07-20,f,EUR 152.00
8298268,2026-07-27,f,EUR 142.42
8298268,2026-08-03,f,EUR 148.50
8298268,2026-08-10,f,EUR 142.14
8298268,2026-08-17,f,EUR 145.34
8298268,2026-08-24,f,EUR 145.57
8298268,2026-08-31,f,EUR 143.09
8298268,2026-09-07,f,EUR 136.78
8298268,2026-09-14,f,EUR 138.62
8344859,2025-09-22,t,EUR 52.50
8344859,2025-09-29,f,EUR 51.40
8344859,2025-10-06,t,EUR 53.50
8344859,2025-10-13,t,EUR 55.84
8344859,2025-10-20,t,EUR 52.10
8344859,2025-10-27,t,EUR 53.40
8344859,2025-11-03,t,EUR 52.42
8344859,2025-11-10,t,EUR 53.43
8344859,2025-11-17,t,EUR 53.07
8344859,2025-11-24,t,EUR 52.31
8344859,2025-12-01,t,EUR 59.18
8344859,2025-12-08,t,EUR 58.99
8344859,2025-12-15,f,EUR 60.21
8344859,2025-12-22,f,EUR 60.28
8344859,2025-12-29,f,EUR 60.81
8344859,2026-01-05,f,EUR 55.30
8344859,2026-01-12,t,EUR 51.51
8344859,2026-01-19,t,EUR 52.44
8344859,2026-01-26,t,EUR 51.60
8344859,2026-02-02,t,EUR 51.96
8344859,2026-02-09,t,EUR 52.13
8344859,2026-02-16,t,EUR 53.56
8344859,2026-02-23,t,EUR 55.76
8344859,2026-03-02,t,EUR 56.51
8344859,2026-03-09,t,EUR 52.80
8344859,2026-03-16,t,EUR 55.71
8344859,2026-03-23,t,EUR 54.70
8344859,2026-03-30,t,EUR 54.16
8344859,2026-04-06,t,EUR 55.16
8344859,2026-04-13,t,EUR 56.61
8344859,2026-04-20,t,EUR 55.52
8344859,2026-04-27,t,EUR 54.20
8344859,2026-05-04,t,EUR 52.00
8344859,2026-05-11,t,EUR 56.30
8344859,2026-05-18,t,EUR 55.06
8344859,2026-05-25,t,EUR 55.32
8344859,2026-06-01,t,EUR 61.28
8344859,2026-06-08,t,EUR 61.98
8344859,2026-06-15,t,EUR 59.76
8344859,2026-06-22,f,EUR 59.38
8344859,2026-06-29,f,EUR 58.89
8344859,2026-07-06,f,EUR 60.10
8344859,2026-07-13,f,EUR 61.67
8344859,2026-07-20,f,EUR 59.60
8344859,2026-07-27,f,EUR 56.93
8344859,2026-08-03,f,EUR 61.24
8344859,2026-08-10,f,EUR 59.89
8344859,2026-08-17,f,EUR 61.20
8344859,2026-08-24,f,EUR 60.23
