id,listing_url,last_scraped,name,host_id,host_name,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,estimated_occupancy_l365d,review_scores_rating,license,calculated_host_listings_count,reviews_per_month
104452,https://www.airbnb.com/rooms/104452,2025-09-17,"Shangri-La - Remodeled, Spacious yet Cozy getaway",71120,Michael,t,5.0,Primary Urban Center,21.279676,-157.823944,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Ceiling fan"", ""Smoke alarm"", ""Sun loungers"", ""Long term stays allowed"", ""Window AC unit"", ""Extra pillows and blankets"", ""First aid kit"", ""Shared sauna"", ""Hot water"", ""Dining table"", ""Free washer \u2013 In unit"", ""32 inch HDTV with standard cable"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Hangers"", ""Portable fans"", ""Room-darkening shades"", ""Bathtub"", ""Fire extinguisher"", ""Canal view"", ""EV charger"", ""Wifi"", ""Outdoor dining area"", ""Bed linens"", ""Body soap"", ""Hot water kettle"", ""Iron"", ""Carbon monoxide alarm"", ""Elevator"", ""Ethernet connection"", ""Beach access"", ""Oven"", ""Shared hot tub"", ""Private patio or balcony"", ""Clothing storage: closet and dresser"", ""Laundromat nearby"", ""Fire pit"", ""Coffee"", ""Ocean view"", ""Refrigerator"", ""Outdoor kitchen"", ""Wine glasses"", ""Toaster"", ""Free street parking"", ""Cooking basics"", ""Microwave"", ""Dedicated workspace"", ""Outdoor furniture"", ""Beach essentials"", ""Coffee maker: drip coffee maker"", ""Paid parking off premises"", ""Hair dryer"", ""BBQ grill"", ""Electric stove"", ""City skyline view"", ""Shared outdoor pool - available all year, open specific hours, heated, rooftop"", ""Freezer"", ""Shampoo"", ""Essentials"", ""Lockbox"", ""Kitchen"", ""Cleaning products"", ""Golf course view"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Mountain view"", ""Standard conditioner"", ""Rice maker""]",USD 110.00,0,4.57,t,4,0.3
112698,https://www.airbnb.com/rooms/112698,2025-09-16,The Coconut Lanai in Seaview***,430276,Heather,f,2.0,Puna,19.402221153562238,-154.92205044752407,Entire home,Entire home/apt,2,1.0,1.0,1.0,"[""Ceiling fan"", ""Smoke alarm"", ""Paid washer \u2013 In building"", ""Gas stove"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Pets allowed"", ""Hot water"", ""Shared beach access"", ""Dining table"", ""Self check-in"", ""Hangers"", ""Portable fans"", ""Fire extinguisher"", ""Building staff"", ""Blender"", ""Smoking allowed"", ""Wifi"", ""Outdoor dining area"", ""Bed linens"", ""Luggage dropoff allowed"", ""Body soap"", ""Hot water kettle"", ""Shower gel"", ""Coffee maker"", ""Oven"", ""Private patio or balcony"", ""Free dryer \u2013 In building"", ""Clothing storage: closet and dresser"", ""Coffee"", ""Ocean view"", ""Refrigerator"", ""Wine glasses"", ""Toaster"", ""Free street parking"", ""Cooking basics"", ""Microwave"", ""Dedicated workspace"", ""Outdoor furniture"", ""Private entrance"", ""BBQ grill"", ""Freezer"", ""Shampoo"", ""Essentials"", ""Free parking on premises"", ""Kitchen"", ""Cleaning products"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Rice maker""]",USD 95.00,0,4.79,f,2,0.45
118560,https://www.airbnb.com/rooms/118560,2025-09-16,Organic Mango Oasis: Gardenview by Kealakekua Bay,295585,Heather,t,3.0,South Kona,19.468897,-155.907043,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,"[""Ceiling fan"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Long term stays allowed"", ""Barbecue utensils"", ""Extra pillows and blankets"", ""First aid kit"", ""Hot water"", ""Dining table"", ""Self check-in"", ""Hangers"", ""Books and reading material"", ""Conditioner"", ""Washer"", ""Board games"", ""Garden view"", ""Portable fans"", ""Fire extinguisher"", ""Blender"", ""Outdoor shower"", ""Keypad"", ""Outdoor dining area"", ""Bed linens"", ""Patio or balcony"", ""Body soap"", ""Hot water kettle"", ""Iron"", ""Shower gel"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib - available upon request"", ""Coffee maker"", ""Ethernet connection"", ""Beach access"", ""Luggage dropoff allowed"", ""Oven"", ""Laundromat nearby"", ""Fire pit"", ""Coffee"", ""Refrigerator"", ""Kayak"", ""Baking sheet"", ""Wine glasses"", ""Stove"", ""Toaster"", ""Cooking basics"", ""Free street parking"", ""Outdoor furniture"", ""Dryer"", ""Dedicated workspace"", ""Beach essentials"", ""Private entrance"", ""Exercise equipment: yoga mat"", ""Hair dryer"", ""BBQ grill"", ""Backyard"", ""Freezer"", ""Shampoo"", ""Essentials"", ""Free parking on premises"", ""Kitchen"", ""Cleaning products"", ""Single level home"", ""Dishes and silverware"", ""Fast wifi \u2013 278 Mbps"", ""Hammock"", ""Rice maker""]",USD 217.00,255,4.88,t,3,3.25
128160,https://www.airbnb.com/rooms/128160,2025-09-17,Westin Nanea Ocean Villas 2 Bdrm/2 Bth,634010,Melinda,f,1.0,Lahaina,20.94196,-156.69187,Private room in resort,Private room,6,2.0,2.0,2.0,"[""Smoke alarm"", ""Barbecue utensils"", ""Extra pillows and blankets"", ""Hot water"", ""Dining table"", ""Self check-in"", ""Hangers"", ""Conditioner"", ""Washer"", ""Fire extinguisher"", ""Bathtub"", ""Exercise equipment"", ""Building staff"", ""Wifi"", ""Pool"", ""Outdoor dining area"", ""Luggage dropoff allowed"", ""Body soap"", ""Iron"", ""Elevator"", ""Coffee maker"", ""Heating"", ""Dishwasher"", ""Fire pit"", ""Baking sheet"", ""Stove"", ""Gym"", ""Cooking basics"", ""TV"", ""Microwave"", ""Dryer"", ""Hot tub"", ""Hair dryer"", ""BBQ grill"", ""Paid parking on premises"", ""Shampoo"", ""Essentials"", ""Free parking on premises"", ""Kitchen"", ""Air conditioning"", ""Dishes and silverware""]",USD 750.00,14,5.0,t,1,0.02
152046,https://www.airbnb.com/rooms/152046,2025-09-17,THE HAPPIEST SPACE - WAIKIKI SMILES,85234,Kurt,t,4.0,Primary Urban Center,21.27296,-157.82239,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Exterior security cameras on property"", ""Smoke alarm"", ""Long term stays allowed"", ""Hot water"", ""Self check-in"", ""Hangers"", ""Washer"", ""TV with standard cable"", ""Wifi"", ""Pool"", ""Keypad"", ""Luggage dropoff allowed"", ""Iron"", ""Carbon monoxide alarm"", ""Elevator"", ""Coffee maker"", ""Refrigerator"", ""Free street parking"", ""Microwave"", ""Dryer"", ""Paid parking off premises"", ""Hair dryer"", ""Paid parking on premises"", ""Shampoo"", ""Essentials"", ""Air conditioning"", ""Dishes and silverware""]",USD 104.00,180,4.73,t,3,2.36
155360,https://www.airbnb.com/rooms/155360,2025-09-16,Paia Town Plantation Home,747055,Maria,t,9.0,Paia-Haiku,20.91635,-156.37786,Entire home,Entire home/apt,6,2.0,3.0,4.0,"[""Ceiling fan"", ""Smoke alarm"", ""HDTV with standard cable"", ""Barbecue utensils"", ""Hot water"", ""Dining table"", ""Free washer \u2013 In unit"", ""Self check-in"", ""Hangers"", ""Fire extinguisher"", ""Blender"", ""Wifi"", ""Keypad"", ""Outdoor dining area"", ""Bed linens"", ""Patio or balcony"", ""Body soap"", ""Iron"", ""Coffee maker"", ""Oven"", ""Dishwasher"", ""Refrigerator"", ""Stove"", ""Toaster"", ""Cooking basics"", ""Microwave"", ""Dryer"", ""Outdoor furniture"", ""Beach essentials"", ""Hair dryer"", ""BBQ grill"", ""Private backyard \u2013 Fully fenced"", ""Shampoo"", ""Essentials"", ""Free parking on premises"", ""Kitchen"", ""Air conditioning"", ""Dishes and silverware"", ""Hammock""]",USD 522.00,72,4.9,t,6,0.71
162600,https://www.airbnb.com/rooms/162600,2025-09-16,Top Floor Waipouli Beach Resort A402 on the Water!,756093,Kaua’i,t,69.0,Kapaa-Wailua,22.06174,-159.32052,Entire condo,Entire home/apt,6,3.0,2.0,3.0,"[""Ceiling fan"", ""Smoke alarm"", ""Barbecue utensils"", ""Shared hot tub - available all year, open specific hours"", ""Dining table"", ""Self check-in"", ""Hangers"", ""Washer"", ""Portable fans"", ""Fire extinguisher"", ""Bathtub"", ""Blender"", ""Wifi"", ""Central air conditioning"", ""Bed linens"", ""Clothing storage"", ""Hot water kettle"", ""Patio or balcony"", ""Iron"", ""Carbon monoxide alarm"", ""Elevator"", ""Coffee maker"", ""Shared beach access \u2013 Beachfront"", ""Oven"", ""Shared outdoor pool - available all year, open specific hours, heated, water slide"", ""Dishwasher"", ""Coffee"", ""Refrigerator"", ""Rice maker"", ""Baking sheet"", ""Wine glasses"", ""Stove"", ""Toaster"", ""Cooking basics"", ""Gym"", ""TV"", ""Microwave"", ""Dedicated workspace"", ""Outdoor furniture"", ""Smart lock"", ""Private entrance"", ""Hair dryer"", ""BBQ grill"", ""Freezer"", ""Shampoo"", ""Essentials"", ""Free parking on premises"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Kitchen"", ""Cleaning products"", ""Crib"", ""Dishes and silverware"", ""Free dryer \u2013 In unit"", ""Sound system""]",USD 776.00,12,4.92,t,69,0.19
164132,https://www.airbnb.com/rooms/164132,2025-09-16,Ko Olina Beach! Largest villa w/2 Masters&Bunkroom,783033,Alfred,t,1.0,Ewa,21.33491,-158.1222,Entire condo,Entire home/apt,8,3.0,3.0,5.0,"[""Smoke alarm"", ""Long term stays allowed"", ""Resort view"", ""Self check-in"", ""Books and reading material"", ""Fire extinguisher"", ""Bathtub"", ""Central air conditioning"", ""Bed linens"", ""Hot water kettle"", ""Iron"", ""Coffee maker"", ""Beach view"", ""High chair"", ""Central heating"", ""Kitchen"", ""Single level home"", ""Dishes and silverware"", ""Free dryer \u2013 In unit"", ""Rice maker"", ""Conditioner"", ""Shared gym in building"", ""Exercise equipment"", ""Bikes"", ""Shared outdoor pool - heated, lap pool, saltwater"", ""Outdoor shower"", ""Ethernet connection"", ""Beach access \u2013 Beachfront"", ""Shared hot tub"", ""Safe"", ""Private patio or balcony"", ""Wine glasses"", ""Toaster"", ""Wolf stainless steel oven"", ""Beach essentials"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Pool view"", ""Mountain view"", ""Ceiling fan"", ""Sub Zero refrigerator"", ""Extra pillows and blankets"", ""55 inch HDTV with Amazon Prime Video, Netflix, standard cable, Roku"", ""Hot water"", ""Free washer \u2013 In unit"", ""Hangers"", ""Board games"", ""Wolf stainless steel electric stove"", ""Garden view"", ""Outdoor dining area"", ""Elevator"", ""Ocean view"", ""Outdoor kitchen"", ""Children\u2019s books and toys"", ""Dedicated workspace"", ""Microwave"", ""Private entrance"", ""Boat slip"", ""Definitive Technologies sound system"", ""Crib"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Paid parking garage on premises \u2013 1 space"", ""Barbecue utensils"", ""Shared sauna"", ""Dining table"", ""Building staff"", ""Blender"", ""EV charger"", ""Shared backyard \u2013 Fully fenced"", ""Body soap"", ""Dishwasher"", ""Baking sheet"", ""Cooking basics"", ""Pack \u2019n play/Travel crib"", ""Outdoor furniture"", ""Waterfront"", ""BBQ grill"", ""Free parking garage on premises \u2013 1 space"", ""Freezer"", ""Cleaning products"", ""Fast wifi \u2013 162 Mbps""]",USD 679.00,255,4.94,t,1,1.36
13900,https://www.airbnb.com/rooms/13900,2025-09-16,Main Lodge at Hawaiian Retreat,54663,Janelle,f,8.0,Puna,19.52067,-154.84706,Farm stay,Entire home/apt,6,1.0,2.0,0.0,"[""Smoke alarm"", ""Long term stays allowed"", ""Pets allowed"", ""Hot water"", ""Fire extinguisher"", ""Smoking allowed"", ""Wifi"", ""Luggage dropoff allowed"", ""Oven"", ""Private patio or balcony"", ""Host greets you"", ""Refrigerator"", ""Stove"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Backyard"", ""Essentials"", ""Free parking on premises"", ""Kitchen"", ""Dishes and silverware""]",USD 81.00,0,4.36,t,8,1.08
13901,https://www.airbnb.com/rooms/13901,2025-09-16,Nature Cottage at Hawaiian Retreat,54663,Janelle,f,8.0,Puna,19.52373,-154.84746,Farm stay,Entire home/apt,3,1.0,0.0,2.0,"[""Smoke alarm"", ""Building staff"", ""Backyard"", ""Wifi"", ""Smoking allowed"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Free parking on premises"", ""Pets allowed"", ""Hot water"", ""Kitchen"", ""Cooking basics"", ""Stove"", ""Self check-in"", ""Dishes and silverware"", ""Fire extinguisher""]",USD 62.00,6,4.59,t,8,1.72
13933,https://www.airbnb.com/rooms/13933,2025-09-16,Enchanted Volcano Forest Escape 3BDRM Rental House,54814,Greg,t,8.0,Puna,19.4335,-155.22128,Entire home,Entire home/apt,7,2.0,3.0,3.0,"[""Ceiling fan"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Long term stays allowed"", ""Private backyard \u2013 Not fully fenced"", ""Barbecue utensils"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""First aid kit"", ""Hot water"", ""Shared beach access"", ""Pets allowed"", ""Dining table"", ""Free washer \u2013 In unit"", ""Self check-in"", ""Conditioner"", ""Hangers"", ""Books and reading material"", ""Board games"", ""Room-darkening shades"", ""Bathtub"", ""Fire extinguisher"", ""Blender"", ""Wifi"", ""Mini fridge"", ""Keypad"", ""Outdoor dining area"", ""Bed linens"", ""Pocket wifi"", ""Body soap"", ""Hot water kettle"", ""Iron"", ""Shower gel"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Oven"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Dishwasher"", ""Laundromat nearby"", ""Private patio or balcony"", ""Fire pit"", ""Coffee"", ""Refrigerator"", ""Baking sheet"", ""Wine glasses"", ""55 inch HDTV with Amazon Prime Video, Hulu, Netflix, standard cable"", ""Stove"", ""Cooking basics"", ""Toaster"", ""Children\u2019s books and toys"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""Private entrance"", ""Beach essentials"", ""Hair dryer"", ""Radiant heating"", ""BBQ grill"", ""Freezer"", ""Shampoo"", ""Essentials"", ""Free parking on premises"", ""Kitchen"", ""Cleaning products"", ""Single level home"", ""Indoor fireplace: wood-burning"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Mountain view"", ""Free dryer \u2013 In unit"", ""Rice maker""]",USD 249.00,36,4.75,t,6,0.95
