id,listing_url,last_scraped,name,host_id,host_name,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,estimated_occupancy_l365d,review_scores_rating,license,calculated_host_listings_count,reviews_per_month
1394737,https://www.airbnb.com/rooms/1394737,2025-09-29,Room in Mejiro/Ikebukuro (1of2) for 1 person,7537357,Yayoi,t,2.0,Toshima Ku,35.7241,139.70343,Private room in home,Private room,1,2.0,2.0,2.0,"[""Keypad"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Paid parking off premises"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Shared hot tub"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm""]","JPY 6,286.00",168,4.69,t,2,1.67
1526132,https://www.airbnb.com/rooms/1526132,2025-09-30,＊新宿・大久保徒歩圏内＊無料Wi-Fi＊コンビニ徒歩1分＊屋上から夜景ビュー 個室(和室) B,8142772,Min & Haru,t,13.0,Shinjuku Ku,35.69857,139.704,Private room in rental unit,Private room,2,1.0,1.0,2.0,"[""Extra pillows and blankets"", ""Hangers"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Elevator"", ""Smoking allowed"", ""Hot water"", ""Shampoo"", ""City skyline view"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Laundromat nearby"", ""Freezer"", ""Paid parking off premises"", ""Coffee"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Central air conditioning"", ""Wifi"", ""Gas stove"", ""Lock on bedroom door"", ""27 inch TV"", ""Host greets you"", ""Books and reading material"", ""Shared patio or balcony"", ""First aid kit"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Hot water kettle"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""Dining table"", ""Central heating"", ""Long term stays allowed""]","JPY 12,001.00",12,4.85,t,13,1.5
1544970,https://www.airbnb.com/rooms/1544970,2025-09-30,＊新宿・大久保徒歩圏内＊無料Wi-Fi＊コンビニ徒歩1分＊屋上から夜景ビュー 個室(和室) A,8142772,Min & Haru,t,13.0,Shinjuku Ku,35.69848,139.70432,Private room in rental unit,Private room,2,1.0,1.0,2.0,"[""Extra pillows and blankets"", ""Hangers"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Elevator"", ""Smoking allowed"", ""Hot water"", ""Shampoo"", ""City skyline view"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Laundromat nearby"", ""Freezer"", ""Paid parking off premises"", ""Coffee"", ""Dedicated workspace"", ""Dishes and silverware"", ""Paid parking lot on premises"", ""Kitchen"", ""Fast wifi \u2013 189 Mbps"", ""Hair dryer"", ""Central air conditioning"", ""Gas stove"", ""Lock on bedroom door"", ""27 inch TV"", ""Host greets you"", ""Books and reading material"", ""Shared patio or balcony"", ""First aid kit"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Hot water kettle"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""Dining table"", ""Central heating"", ""Long term stays allowed""]","JPY 11,169.00",186,4.87,t,13,1.3
1571298,https://www.airbnb.com/rooms/1571298,2025-09-30,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No1 ドミトリールーム,8142772,Min & Haru,t,13.0,Shinjuku Ku,35.69847,139.70433,Shared room in rental unit,Shared room,8,1.0,1.0,8.0,"[""Extra pillows and blankets"", ""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Smoking allowed"", ""Hot water"", ""Shampoo"", ""City skyline view"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Laundromat nearby"", ""Freezer"", ""Paid parking off premises"", ""Coffee"", ""Dishes and silverware"", ""Paid parking lot on premises"", ""Kitchen"", ""Fast wifi \u2013 189 Mbps"", ""Hair dryer"", ""Central air conditioning"", ""Gas stove"", ""27 inch TV"", ""Host greets you"", ""Books and reading material"", ""Shared patio or balcony"", ""First aid kit"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Hot water kettle"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""Dining table"", ""Central heating"", ""Long term stays allowed""]","JPY 6,688.00",90,4.84,t,13,1.45
1574946,https://www.airbnb.com/rooms/1574946,2025-09-30,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No4 シェアルーム,8142772,Min & Haru,t,13.0,Shinjuku Ku,35.69848,139.70433,Shared room in rental unit,Shared room,8,1.0,1.0,8.0,"[""Extra pillows and blankets"", ""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Smoking allowed"", ""Hot water"", ""Shampoo"", ""City skyline view"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Laundromat nearby"", ""Freezer"", ""Paid parking off premises"", ""Coffee"", ""Dishes and silverware"", ""Paid parking lot on premises"", ""Kitchen"", ""Hair dryer"", ""Central air conditioning"", ""Gas stove"", ""27 inch TV"", ""Fast wifi \u2013 192 Mbps"", ""Host greets you"", ""Books and reading material"", ""Shared patio or balcony"", ""First aid kit"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Hot water kettle"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""Dining table"", ""Central heating"", ""Long term stays allowed""]","JPY 6,550.00",30,4.82,t,13,1.17
1600454,https://www.airbnb.com/rooms/1600454,2025-09-29,"cute room, safty residential area in west-Tokyo",8529477,Mari,f,1.0,Setagaya Ku,35.65897,139.60988,Private room in home,Private room,1,1.0,1.0,1.0,"[""Hangers"", ""Hot water"", ""Shampoo"", ""Fire extinguisher"", ""Stove"", ""Essentials"", ""Paid parking off premises"", ""Dedicated workspace"", ""Dishes and silverware"", ""TV with standard cable"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Backyard"", ""Hair dryer"", ""Wifi"", ""Hot tub"", ""Lock on bedroom door"", ""Host greets you"", ""Shared patio or balcony"", ""First aid kit"", ""Heating"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Oven"", ""Air conditioning"", ""Microwave"", ""Cooking basics""]","JPY 4,275.00",36,4.83,t,1,0.41
1732795,https://www.airbnb.com/rooms/1732795,2025-09-29,"4 Bed-rooms, 2 toilets, shower, Traditional rooms",7740848,K Family,t,8.0,Katsushika Ku,35.73784,139.85201,Entire home,Entire home/apt,8,2.0,4.0,7.0,"[""Extra pillows and blankets"", ""Coffee maker"", ""Rice maker"", ""Hallman gas stove"", ""Hangers"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Hot water"", ""Shampoo"", ""Iron"", ""Fire extinguisher"", ""Lion body soap"", ""Lion conditioner"", ""Essentials"", ""Paid parking off premises"", ""Freezer"", ""Coffee"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Mini fridge"", ""Toaster"", ""Hair dryer"", ""Wifi"", ""Wine glasses"", ""Bathtub"", ""Host greets you"", ""Heating"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Cooking basics"", ""Dining table"", ""TV"", ""Long term stays allowed""]","JPY 32,932.00",234,4.92,t,6,2.94
1919541,https://www.airbnb.com/rooms/1919541,2025-09-29,Share House 'Miraie' @JR Osaki (Special discuont),9951050,Li Hsuan,t,4.0,Shinagawa Ku,35.61794,139.72313,Private room in home,Private room,1,1.5,1.0,1.0,"[""Extra pillows and blankets"", ""Ethernet connection"", ""Coffee maker"", ""Blender"", ""Rice maker"", ""Hangers"", ""Children\u2019s dinnerware"", ""Hot water"", ""Clothing storage"", ""Stainless steel oven"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Dryer"", ""Body soap"", ""Record player"", ""Laundromat nearby"", ""Freezer"", ""Conditioner"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Kitchen"", ""Children\u2019s books and toys"", ""Toaster"", ""Hair dryer"", ""Outdoor shower"", ""Wifi"", ""Wine glasses"", ""Shower gel"", ""Shared hot tub"", ""Bluetooth sound system"", ""Bikes"", ""Lock on bedroom door"", ""Bathtub"", ""Host greets you"", ""Books and reading material"", ""Baking sheet"", ""Shared patio or balcony"", ""First aid kit"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Piano"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Cooking basics"", ""Dining table"", ""Other induction stove""]","JPY 8,550.00",24,4.87,t,4,1.7
1997959,https://www.airbnb.com/rooms/1997959,2025-09-29,Stylish Apartment in Tokyo with Rooftop & Blue Sky,10294366,Ryusuke,t,1.0,Setagaya Ku,35.63858,139.64624,Entire condo,Entire home/apt,16,1.0,3.0,6.0,"[""Extra pillows and blankets"", ""Ethernet connection"", ""Coffee maker"", ""Rice maker"", ""Hangers"", ""Room-darkening shades"", ""High chair"", ""Children\u2019s dinnerware"", ""Hot water"", ""Dishwasher"", ""Outdoor furniture"", ""Shampoo"", ""City skyline view"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Dryer"", ""50 inch HDTV with standard cable"", ""Induction stove"", ""Body soap"", ""Essentials"", ""Laundromat nearby"", ""Freezer"", ""Conditioner"", ""SHARP refrigerator"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Kitchen"", ""Children\u2019s books and toys"", ""Toaster"", ""Backyard"", ""Hair dryer"", ""Outdoor dining area"", ""Wifi"", ""Wine glasses"", ""AC - split type ductless system"", ""BBQ grill"", ""Patio or balcony"", ""Bathtub"", ""Host greets you"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Microwave"", ""Bed linens"", ""Cooking basics"", ""Table corner guards"", ""Dining table"", ""Long term stays allowed""]","JPY 36,969.00",72,4.92,t,1,1.02
2027932,https://www.airbnb.com/rooms/2027932,2025-09-29,"Roppongi Villa,7min/ROPPONGIstatn.",10415965,Azabu,f,3.0,Minato Ku,35.65819,139.72722,Entire home,Entire home/apt,10,2.5,4.0,9.0,"[""Extra pillows and blankets"", ""Coffee maker"", ""Hangers"", ""High chair"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Stove"", ""Dryer"", ""Essentials"", ""Paid parking off premises"", ""Babysitter recommendations"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""TV with standard cable"", ""Kitchen"", ""Outlet covers"", ""Hair dryer"", ""Crib"", ""Wifi"", ""Hot tub"", ""Patio or balcony"", ""Bathtub"", ""Host greets you"", ""Window guards"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed""]","JPY 118,572.00",10,4.74,t,3,1.19
2080626,https://www.airbnb.com/rooms/2080626,2025-09-30,"303｜ 6 min to Shinagawa, 20 min to Shibuya｜NO AC",9203725,DeepTokyo,f,6.0,Ota Ku,35.58862,139.72755,Private room in home,Private room,2,2.0,1.0,1.0,"[""Courtyard view"", ""Extra pillows and blankets"", ""Ethernet connection"", ""Rice maker"", ""Hangers"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Stove"", ""Bidet"", ""Body soap"", ""Essentials"", ""Paid parking off premises"", ""Conditioner"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Kitchen"", ""Self check-in"", ""Backyard"", ""Toaster"", ""Hair dryer"", ""Cleaning available during stay"", ""Wifi"", ""Wine glasses"", ""Patio or balcony"", ""Lock on bedroom door"", ""Bathtub"", ""Books and reading material"", ""Window guards"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Lockbox"", ""Dining table"", ""TV"", ""Long term stays allowed""]","JPY 9,916.00",54,4.82,t,6,0.52
2129325,https://www.airbnb.com/rooms/2129325,2025-09-30,"5 mins to JRShinagwa, AuthenticTraditionalTea Room",9203725,DeepTokyo,f,6.0,Ota Ku,35.59062619880348,139.72270641956314,Private room in home,Private room,4,2.0,1.0,4.0,"[""Courtyard view"", ""Extra pillows and blankets"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Stove"", ""Essentials"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Patio or balcony"", ""Bathtub"", ""Window guards"", ""First aid kit"", ""Heating"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Lockbox"", ""TV"", ""Long term stays allowed""]","JPY 11,095.00",66,4.89,t,6,0.26
2129455,https://www.airbnb.com/rooms/2129455,2025-09-30,"201｜ 6 min to Shinagawa, 20 min to Shibuya",9203725,DeepTokyo,f,6.0,Ota Ku,35.5894809,139.7236255,Private room in home,Private room,5,2.0,1.0,4.0,"[""Extra pillows and blankets"", ""Rice maker"", ""Hangers"", ""Drying rack for clothing"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Stove"", ""Bidet"", ""Body soap"", ""Essentials"", ""Paid parking off premises"", ""Conditioner"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Wine glasses"", ""Patio or balcony"", ""Bathtub"", ""Books and reading material"", ""Window guards"", ""First aid kit"", ""Heating"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Lockbox"", ""Dining table"", ""TV"", ""Long term stays allowed""]","JPY 11,173.00",78,4.86,t,6,0.2
2238472,https://www.airbnb.com/rooms/2238472,2025-09-29,Spacious! Shibuya House w/Garden,11430874,Kako & Keiko,f,1.0,Shibuya Ku,35.67191,139.68367,Private room in home,Private room,3,2.0,1.0,3.0,"[""Extra pillows and blankets"", ""Coffee maker"", ""Hangers"", ""Outdoor furniture"", ""Hot water"", ""Dishwasher"", ""Breakfast"", ""Shampoo"", ""Washer"", ""Iron"", ""Dryer"", ""Shared backyard \u2013 Fully fenced"", ""Essentials"", ""Indoor fireplace"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Outdoor dining area"", ""Wifi"", ""BBQ grill"", ""First aid kit"", ""Heating"", ""Smoke alarm"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""TV""]","JPY 37,268.00",12,4.92,t,1,1.24
2491507,https://www.airbnb.com/rooms/2491507,2025-09-30,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No5 シェアルーム,8142772,Min & Haru,t,13.0,Shinjuku Ku,35.69847,139.70433,Shared room in rental unit,Shared room,8,1.0,1.0,16.0,"[""Extra pillows and blankets"", ""Coffee maker"", ""Hangers"", ""Room-darkening shades"", ""Fast wifi \u2013 93 Mbps"", ""Elevator"", ""Smoking allowed"", ""Hot water"", ""Shampoo"", ""City skyline view"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Laundromat nearby"", ""Freezer"", ""Paid parking off premises"", ""Coffee"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Central air conditioning"", ""Gas stove"", ""27 inch TV"", ""Host greets you"", ""Books and reading material"", ""Shared patio or balcony"", ""First aid kit"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Hot water kettle"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""Dining table"", ""Central heating"", ""Long term stays allowed""]","JPY 6,752.00",60,4.8,t,13,0.73
